지역,날짜,총전입 (명),총전출 (명),순이동 (명),시도내이동-시군구내 (명),시도내이동-시군구간 전입 (명),시도내이동-시군구간 전출 (명),시도간전입 (명),시도간전출 (명)
대전,2011. 09,20321,19991,330,6790,7292,7292,6239,5909
대전,2011. 10,20750,20126,624,6812,7456,7456,6482,5858
대전,2011. 11,21984,21535,449,7229,8307,8307,6448,5999
대전,2011. 12,25706,25713,-7,8022,10121,10121,7563,7570
대전,2012. 01,22823,21683,1140,6257,7722,7722,8844,7704
대전,2012. 02,30516,29830,686,7904,9885,9885,12727,12041
대전,2012. 03,22479,22288,191,6497,7515,7515,8467,8276
대전,2012. 04,18650,18359,291,5818,6450,6450,6382,6091
대전,2012. 05,18673,18298,375,5974,6448,6448,6251,5876
대전,2012. 06,16426,16177,249,5019,5555,5555,5852,5603
대전,2012. 07,17905,18637,-732,5837,6168,6168,5900,6632
대전,2012. 08,18498,19632,-1134,5401,6283,6283,6814,7948
대전,2012. 09,15296,15364,-68,4702,5232,5232,5362,5430
대전,2012. 10,19463,19466,-3,5916,6653,6653,6894,6897
대전,2012. 11,19477,19253,224,6199,6770,6770,6508,6284
대전,2012. 12,19429,20149,-720,5867,6309,6309,7253,7973
대전,2013. 01,20176,19570,606,5381,5929,5929,8866,8260
대전,2013. 02,25105,24585,520,6561,7305,7305,11239,10719
대전,2013. 03,20348,20459,-111,6358,6284,6284,7706,7817
대전,2013. 04,18779,18701,78,5970,6387,6387,6422,6344
대전,2013. 05,17386,17412,-26,5779,5804,5804,5803,5829
대전,2013. 06,17161,17108,53,5687,5829,5829,5645,5592
대전,2013. 07,17785,18014,-229,6088,5981,5981,5716,5945
대전,2013. 08,16597,16563,34,5117,5487,5487,5993,5959
대전,2013. 09,14187,14360,-173,4511,4991,4991,4685,4858
대전,2013. 10,22122,21762,360,7371,8128,8128,6623,6263
대전,2013. 11,20036,19934,102,6961,7155,7155,5920,5818
대전,2013. 12,21176,22079,-903,6622,7107,7107,7447,8350
대전,2014. 01,18486,18448,38,4882,5830,5830,7774,7736
대전,2014. 02,26749,26604,145,7146,8683,8683,10920,10775
대전,2014. 03,23396,23403,-7,6989,7919,7919,8488,8495
대전,2014. 04,20622,20947,-325,6864,7304,7304,6454,6779
대전,2014. 05,17976,18620,-644,5943,6176,6176,5857,6501
대전,2014. 06,16889,17242,-353,5278,6036,6036,5575,5928
대전,2014. 07,19737,19695,42,5837,7414,7414,6486,6444
대전,2014. 08,18884,19606,-722,5574,7186,7186,6124,6846
대전,2014. 09,17901,19048,-1147,5868,6478,6478,5555,6702
대전,2014. 10,19537,21022,-1485,6356,7001,7001,6180,7665
대전,2014. 11,18492,20051,-1559,6173,6518,6518,5801,7360
대전,2014. 12,20890,23711,-2821,6505,7001,7001,7384,10205
대전,2015. 01,19703,20806,-1103,5287,5952,5952,8464,9567
대전,2015. 02,21423,23922,-2499,5580,6433,6433,9410,11909
대전,2015. 03,22529,24608,-2079,6741,7119,7119,8669,10748
대전,2015. 04,17893,19298,-1405,5788,5894,5894,6211,7616
대전,2015. 05,15955,17387,-1432,5191,5197,5197,5567,6999
대전,2015. 06,17100,18597,-1497,5476,5893,5893,5731,7228
대전,2015. 07,18199,19362,-1163,5876,5892,5892,6431,7594
대전,2015. 08,17798,19585,-1787,5723,5863,5863,6212,7999
대전,2015. 09,15448,16777,-1329,4811,5304,5304,5333,6662
대전,2015. 10,18093,19809,-1716,6110,6045,6045,5938,7654
대전,2015. 11,17744,19509,-1765,5895,5915,5915,5934,7699
대전,2015. 12,18889,21730,-2841,5616,6008,6008,7265,10106
대전,2016. 01,18658,19819,-1161,4949,5734,5734,7975,9136
대전,2016. 02,23139,23979,-840,6152,6765,6765,10222,11062
대전,2016. 03,20578,21724,-1146,6098,6361,6361,8119,9265
대전,2016. 04,15435,16238,-803,4780,5064,5064,5591,6394
대전,2016. 05,16214,17177,-963,5258,5378,5378,5578,6541
대전,2016. 06,17211,18142,-931,5622,6031,6031,5558,6489
대전,2016. 07,16011,16489,-478,5214,5162,5162,5635,6113
대전,2016. 08,19408,20086,-678,6027,6438,6438,6943,7621
대전,2016. 09,15466,15982,-516,4899,5225,5225,5342,5858
대전,2016. 10,18049,18978,-929,6116,6135,6135,5798,6727
대전,2016. 11,19300,20106,-806,6496,6730,6730,6074,6880
대전,2016. 12,19783,21163,-1380,6027,6215,6215,7541,8921
대전,2017. 01,18367,18700,-333,4913,5476,5476,7978,8311
대전,2017. 02,23601,24507,-906,6031,6796,6796,10774,11680
대전,2017. 03,19915,21952,-2037,5703,6085,6085,8127,10164
대전,2017. 04,15090,16194,-1104,4397,4688,4688,6005,7109
대전,2017. 05,18652,20854,-2202,5985,6618,6618,6049,8251
대전,2017. 06,16847,18585,-1738,5536,5725,5725,5586,7324
대전,2017. 07,15462,16382,-920,4823,4949,4949,5690,6610
대전,2017. 08,17413,18333,-920,5119,5566,5566,6728,7648
대전,2017. 09,16413,17155,-742,5480,5381,5381,5552,6294
대전,2017. 10,14866,16105,-1239,4962,4762,4762,5142,6381
대전,2017. 11,16522,18273,-1751,5493,5535,5535,5494,7245
대전,2017. 12,18301,20584,-2283,5739,5894,5894,6668,8951
대전,2018. 01,20467,21511,-1044,5628,6180,6180,8659,9703
대전,2018. 02,20144,22463,-2319,5297,5927,5927,8920,11239
대전,2018. 03,19083,20911,-1828,5478,5700,5700,7905,9733
대전,2018. 04,16239,17985,-1746,5131,4861,4861,6247,7993
대전,2018. 05,17019,18215,-1196,5543,5686,5686,5790,6986
대전,2018. 06,16263,16837,-574,5099,5489,5489,5675,6249
대전,2018. 07,18149,18248,-99,5677,5921,5921,6551,6650
대전,2018. 08,18280,19199,-919,5545,5883,5883,6852,7771
대전,2018. 09,13023,13820,-797,4076,4190,4190,4757,5554
대전,2018. 10,18023,19255,-1232,5901,5992,5992,6130,7362
대전,2018. 11,17536,18642,-1106,6077,5911,5911,5548,6654
대전,2018. 12,18653,20546,-1893,6018,6108,6108,6527,8420
대전,2019. 01,20825,22133,-1308,5981,6257,6257,8587,9895
대전,2019. 02,22011,23295,-1284,5664,6704,6704,9643,10927
대전,2019. 03,18653,19846,-1193,5504,5639,5639,7510,8703
대전,2019. 04,16142,17372,-1230,5142,5020,5020,5980,7210
대전,2019. 05,15385,16640,-1255,4978,4926,4926,5481,6736
대전,2019. 06,13593,15142,-1549,4505,4454,4454,4634,6183
대전,2019. 07,17507,18850,-1343,5676,5865,5865,5966,7309
대전,2019. 08,16575,17890,-1315,5217,5363,5363,5995,7310
대전,2019. 09,16127,17136,-1009,5206,5286,5286,5635,6644
대전,2019. 10,18194,19436,-1242,5913,6137,6137,6144,7386
대전,2019. 11,17310,18866,-1556,5726,5980,5980,5604,7160
대전,2019. 12,20102,22160,-2058,6305,6547,6547,7250,9308
대전,2020. 01,20717,21431,-714,5903,6334,6334,8480,9194
대전,2020. 02,24741,25800,-1059,6932,7737,7737,10072,11131
대전,2020. 03,21887,23210,-1323,6647,7023,7023,8217,9540
대전,2020. 04,18178,18408,-230,5697,6080,6080,6401,6631
대전,2020. 05,18244,18014,230,5920,6068,6068,6256,6026
대전,2020. 06,18653,19547,-894,6041,6536,6536,6076,6970
대전,2020. 07,17112,17945,-833,5479,5905,5905,5728,6561
대전,2020. 08,16995,17860,-865,5450,5447,5447,6098,6963
대전,2020. 09,18151,18551,-400,6002,6244,6244,5905,6305
대전,2020. 10,18794,20288,-1494,6713,6584,6584,5497,6991
대전,2020. 11,16951,18519,-1568,5649,5778,5778,5524,7092
대전,2020. 12,21898,23845,-1947,7012,7399,7399,7487,9434
대전,2021. 01,20609,21146,-537,5938,6675,6675,7996,8533
대전,2021. 02,21046,22280,-1234,5746,6515,6515,8785,10019
대전,2021. 03,20487,21761,-1274,5839,6459,6459,8189,9463
울산,2010. 01,12368,12724,-356,4103,4165,4165,4100,4456
울산,2010. 02,13721,14845,-1124,4221,4904,4904,4596,5720
울산,2010. 03,16196,17341,-1145,5913,5431,5431,4852,5997
울산,2010. 04,15120,15460,-340,5386,5687,5687,4047,4387
울산,2010. 05,14273,14290,-17,5222,5082,5082,3969,3986
울산,2010. 06,12689,12893,-204,4550,4479,4479,3660,3864
울산,2010. 07,11835,12041,-206,4078,4422,4422,3335,3541
울산,2010. 08,12135,12669,-534,4077,4122,4122,3936,4470
울산,2010. 09,9637,9982,-345,3405,3136,3136,3096,3441
울산,2010. 10,12239,12124,115,4283,4255,4255,3701,3586
울산,2010. 11,14086,13835,251,5267,4843,4843,3976,3725
울산,2010. 12,16847,16467,380,6309,6017,6017,4521,4141
울산,2011. 01,14134,13718,416,4779,5046,5046,4309,3893
울산,2011. 02,15662,15957,-295,5066,5405,5405,5191,5486
울산,2011. 03,15258,15277,-19,5305,4962,4962,4991,5010
울산,2011. 04,13904,13852,52,5248,4501,4501,4155,4103
울산,2011. 05,13078,13167,-89,5000,4297,4297,3781,3870
울산,2011. 06,12769,12104,665,4441,4084,4084,4244,3579
울산,2011. 07,13202,13196,6,5737,3977,3977,3488,3482
울산,2011. 08,14447,14481,-34,5834,4382,4382,4231,4265
울산,2011. 09,11650,11324,326,4287,3603,3603,3760,3434
울산,2011. 10,12745,12082,663,4529,4079,4079,4137,3474
울산,2011. 11,13029,12861,168,4934,4294,4294,3801,3633
울산,2011. 12,15085,15072,13,5696,5083,5083,4306,4293
울산,2012. 01,12222,11779,443,3912,3937,3937,4373,3930
울산,2012. 02,16092,16149,-57,5049,5088,5088,5955,6012
울산,2012. 03,13982,13677,305,4637,4318,4318,5027,4722
울산,2012. 04,14096,13094,1002,4816,4250,4250,5030,4028
울산,2012. 05,14530,14168,362,5205,4490,4490,4835,4473
울산,2012. 06,12361,12616,-255,4998,3852,3852,3511,3766
울산,2012. 07,12581,12647,-66,5134,3989,3989,3458,3524
울산,2012. 08,15417,15109,308,6641,4646,4646,4130,3822
울산,2012. 09,10742,10413,329,4257,3261,3261,3224,2895
울산,2012. 10,13293,12531,762,4904,4064,4064,4325,3563
울산,2012. 11,12935,12166,769,4715,4014,4014,4206,3437
울산,2012. 12,13182,13078,104,4780,4199,4199,4203,4099
울산,2013. 01,12314,12103,211,3968,3753,3753,4593,4382
울산,2013. 02,14067,14297,-230,4748,4061,4061,5258,5488
울산,2013. 03,16725,15685,1040,6259,4162,4162,6304,5264
울산,2013. 04,13512,13587,-75,5453,3901,3901,4158,4233
울산,2013. 05,12597,12526,71,4922,3861,3861,3814,3743
울산,2013. 06,12595,12404,191,5188,3840,3840,3567,3376
울산,2013. 07,12839,12664,175,4775,4188,4188,3876,3701
울산,2013. 08,11696,10797,899,3676,3264,3264,4756,3857
울산,2013. 09,10089,10515,-426,3675,3112,3112,3302,3728
울산,2013. 10,13051,13099,-48,4780,4338,4338,3933,3981
울산,2013. 11,14476,14064,412,5377,4881,4881,4218,3806
울산,2013. 12,15531,15444,87,5699,5372,5372,4460,4373
울산,2014. 01,13381,13227,154,4587,4435,4435,4359,4205
울산,2014. 02,16262,16447,-185,5132,5453,5453,5677,5862
울산,2014. 03,14667,14677,-10,4723,4797,4797,5147,5157
울산,2014. 04,15708,15384,324,5987,5275,5275,4446,4122
울산,2014. 05,15083,14709,374,5659,5240,5240,4184,3810
울산,2014. 06,14342,14175,167,5269,5325,5325,3748,3581
울산,2014. 07,14075,14033,42,5310,4988,4988,3777,3735
울산,2014. 08,13856,13698,158,4818,5126,5126,3912,3754
울산,2014. 09,12263,12114,149,4409,4044,4044,3810,3661
울산,2014. 10,14072,14067,5,4963,4840,4840,4269,4264
울산,2014. 11,15767,13785,1982,5119,5002,5002,5646,3664
울산,2014. 12,16539,16913,-374,5602,6030,6030,4907,5281
울산,2015. 01,13757,13484,273,4317,4460,4460,4980,4707
울산,2015. 02,12995,13423,-428,3922,4092,4092,4981,5409
울산,2015. 03,16683,16119,564,5064,5299,5299,6320,5756
울산,2015. 04,15102,14962,140,4985,5320,5320,4797,4657
울산,2015. 05,14180,14577,-397,5258,5336,5336,3586,3983
울산,2015. 06,15927,16391,-464,5663,6328,6328,3936,4400
울산,2015. 07,13986,14101,-115,4993,5118,5118,3875,3990
울산,2015. 08,12016,12258,-242,4190,4041,4041,3785,4027
울산,2015. 09,10873,11106,-233,3933,3719,3719,3221,3454
울산,2015. 10,16539,15062,1477,5477,5349,5349,5713,4236
울산,2015. 11,14284,13828,456,4973,4586,4586,4725,4269
울산,2015. 12,14051,15162,-1111,4983,4725,4725,4343,5454
울산,2016. 01,15058,15514,-456,6395,4306,4306,4357,4813
울산,2016. 02,15687,16634,-947,5941,4649,4649,5097,6044
울산,2016. 03,13638,14375,-737,4756,4196,4196,4686,5423
울산,2016. 04,11855,12474,-619,4707,3794,3794,3354,3973
울산,2016. 05,13865,14317,-452,5716,4777,4777,3372,3824
울산,2016. 06,11798,12334,-536,4541,3965,3965,3292,3828
울산,2016. 07,10411,10994,-583,3973,3343,3343,3095,3678
울산,2016. 08,11559,12152,-593,4027,3684,3684,3848,4441
울산,2016. 09,9995,10643,-648,3590,3259,3259,3146,3794
울산,2016. 10,11208,11576,-368,4058,3728,3728,3422,3790
울산,2016. 11,11493,12217,-724,4437,3670,3670,3386,4110
울산,2016. 12,11623,12582,-959,3821,4009,4009,3793,4752
울산,2017. 01,11137,12210,-1073,3586,3822,3822,3729,4802
울산,2017. 02,13655,15728,-2073,4264,4570,4570,4821,6894
울산,2017. 03,12416,13919,-1503,4163,4171,4171,4082,5585
울산,2017. 04,10745,11518,-773,3864,3739,3739,3142,3915
울산,2017. 05,10572,11593,-1021,3796,3610,3610,3166,4187
울산,2017. 06,10225,11014,-789,3669,3519,3519,3037,3826
울산,2017. 07,9807,10770,-963,3538,3422,3422,2847,3810
울산,2017. 08,10444,11930,-1486,3581,3670,3670,3193,4679
울산,2017. 09,11440,12397,-957,4246,4300,4300,2894,3851
울산,2017. 10,11057,11318,-261,4377,3789,3789,2891,3152
울산,2017. 11,11724,12307,-583,4435,4233,4233,3056,3639
울산,2017. 12,11977,12412,-435,4126,4299,4299,3552,3987
울산,2018. 01,13415,14162,-747,4418,4674,4674,4323,5070
울산,2018. 02,13003,14550,-1547,3958,4722,4722,4323,5870
울산,2018. 03,12100,13471,-1371,3975,4215,4215,3910,5281
울산,2018. 04,10358,11419,-1061,3672,3576,3576,3110,4171
울산,2018. 05,10575,11561,-986,3838,3736,3736,3001,3987
울산,2018. 06,9605,10924,-1319,3497,3351,3351,2757,4076
울산,2018. 07,10120,11135,-1015,3747,3375,3375,2998,4013
울산,2018. 08,10043,11223,-1180,3308,3435,3435,3300,4480
울산,2018. 09,7346,8205,-859,2607,2521,2521,2218,3077
울산,2018. 10,10065,10899,-834,3539,3422,3422,3104,3938
울산,2018. 11,10561,11433,-872,4132,3561,3561,2868,3740
울산,2018. 12,10731,11594,-863,3863,3550,3550,3318,4181
울산,2019. 01,12723,13788,-1065,4188,4491,4491,4044,5109
울산,2019. 02,14625,15870,-1245,4609,5226,5226,4790,6035
울산,2019. 03,13707,14893,-1186,4974,4987,4987,3746,4932
울산,2019. 04,13338,14154,-816,4953,5196,5196,3189,4005
울산,2019. 05,12146,13018,-872,4491,4622,4622,3033,3905
울산,2019. 06,9640,10234,-594,3467,3624,3624,2549,3143
울산,2019. 07,11352,11967,-615,3989,4226,4226,3137,3752
울산,2019. 08,10444,11208,-764,3331,4011,4011,3102,3866
울산,2019. 09,9162,9795,-633,3159,3241,3241,2762,3395
울산,2019. 10,11188,11892,-704,4229,3929,3929,3030,3734
울산,2019. 11,11173,11808,-635,4374,3857,3857,2942,3577
울산,2019. 12,12558,13601,-1043,4371,4438,4438,3749,4792
울산,2020. 01,12339,13474,-1135,4097,4156,4156,4086,5221
울산,2020. 02,15309,16779,-1470,5372,5207,5207,4730,6200
울산,2020. 03,13492,14811,-1319,4874,4327,4327,4291,5610
울산,2020. 04,11083,11731,-648,4029,3808,3808,3246,3894
울산,2020. 05,9939,11001,-1062,3587,3449,3449,2903,3965
울산,2020. 06,10630,11695,-1065,3930,3588,3588,3112,4177
울산,2020. 07,9820,10763,-943,3544,3311,3311,2965,3908
울산,2020. 08,9865,11110,-1245,3549,3270,3270,3046,4291
울산,2020. 09,9662,10800,-1138,3709,3246,3246,2707,3845
울산,2020. 10,9940,10813,-873,3741,3441,3441,2758,3631
울산,2020. 11,10809,12101,-1292,3915,4049,4049,2845,4137
울산,2020. 12,13224,14618,-1394,4584,4854,4854,3786,5180
울산,2021. 01,13400,14144,-744,4496,4748,4748,4156,4900
울산,2021. 02,13125,15609,-2484,4466,4604,4604,4055,6539
울산,2021. 03,12237,14469,-2232,4244,4064,4064,3929,6161
세종,2012. 01,2495,1427,1068,511,0,0,1984,916
세종,2012. 02,3959,1678,2281,523,0,0,3436,1155
세종,2012. 03,2302,1325,977,415,0,0,1887,910
세종,2012. 04,1327,1024,303,220,0,0,1107,804
세종,2012. 05,1306,987,319,184,0,0,1122,803
세종,2012. 06,1288,930,358,213,0,0,1075,717
세종,2012. 07,3691,1352,2339,559,0,0,3132,793
세종,2012. 08,4974,1510,3464,624,0,0,4350,886
세종,2012. 09,2521,1130,1391,347,0,0,2174,783
세종,2012. 10,3095,1329,1766,411,0,0,2684,918
세종,2012. 11,2647,1281,1366,382,0,0,2265,899
세종,2012. 12,3179,1318,1861,315,0,0,2864,1003
세종,2013. 01,2255,1482,773,410,0,0,1845,1072
세종,2013. 02,2982,1683,1299,469,0,0,2513,1214
세종,2013. 03,2225,1538,687,549,0,0,1676,989
세종,2013. 04,1851,1473,378,494,0,0,1357,979
세종,2013. 05,1542,1082,460,272,0,0,1270,810
세종,2013. 06,1229,1072,157,246,0,0,983,826
세종,2013. 07,1332,1019,313,200,0,0,1132,819
세종,2013. 08,1581,1055,526,245,0,0,1336,810
세종,2013. 09,1202,919,283,196,0,0,1006,723
세종,2013. 10,1740,1294,446,303,0,0,1437,991
세종,2013. 11,1662,1129,533,307,0,0,1355,822
세종,2013. 12,4204,1363,2841,414,0,0,3790,949
세종,2014. 01,2838,1203,1635,271,0,0,2567,932
세종,2014. 02,3961,1851,2110,596,0,0,3365,1255
세종,2014. 03,2467,1573,894,444,0,0,2023,1129
세종,2014. 04,2903,1598,1305,682,0,0,2221,916
세종,2014. 05,2937,1514,1423,638,0,0,2299,876
세종,2014. 06,2272,1292,980,472,0,0,1800,820
세종,2014. 07,2853,1576,1277,576,0,0,2277,1000
세종,2014. 08,4434,1873,2561,893,0,0,3541,980
세종,2014. 09,5536,2099,3437,1134,0,0,4402,965
세종,2014. 10,6921,2399,4522,1304,0,0,5617,1095
세종,2014. 11,8039,2654,5385,1578,0,0,6461,1076
세종,2014. 12,11365,3438,7927,1867,0,0,9498,1571
세종,2015. 01,8109,2590,5519,1214,0,0,6895,1376
세종,2015. 02,10916,2975,7941,1505,0,0,9411,1470
세종,2015. 03,8272,3215,5057,1462,0,0,6810,1753
세종,2015. 04,6084,2467,3617,1086,0,0,4998,1381
세종,2015. 05,5442,2227,3215,1093,0,0,4349,1134
세종,2015. 06,5252,2235,3017,919,0,0,4333,1316
세종,2015. 07,6519,2408,4111,1055,0,0,5464,1353
세종,2015. 08,7111,2584,4527,1191,0,0,5920,1393
세종,2015. 09,5870,2244,3626,1039,0,0,4831,1205
세종,2015. 10,6652,2568,4084,1130,0,0,5522,1438
세종,2015. 11,6173,2486,3687,1099,0,0,5074,1387
세종,2015. 12,7594,2951,4643,1197,0,0,6397,1754
세종,2016. 01,7097,2734,4363,1097,0,0,6000,1637
세종,2016. 02,7625,3119,4506,1063,0,0,6562,2056
세종,2016. 03,5963,2808,3155,988,0,0,4975,1820
세종,2016. 04,4349,2535,1814,1017,0,0,3332,1518
세종,2016. 05,4876,2598,2278,1161,0,0,3715,1437
세종,2016. 06,4646,2487,2159,992,0,0,3654,1495
세종,2016. 07,3703,2112,1591,709,0,0,2994,1403
세종,2016. 08,5323,3144,2179,1231,0,0,4092,1913
세종,2016. 09,3965,2539,1426,1036,0,0,2929,1503
세종,2016. 10,5209,3032,2177,1365,0,0,3844,1667
세종,2016. 11,5679,3820,1859,1949,0,0,3730,1871
세종,2016. 12,6617,4308,2309,1938,0,0,4679,2370
세종,2017. 01,5331,3630,1701,1380,0,0,3951,2250
세종,2017. 02,7066,4612,2454,1584,0,0,5482,3028
세종,2017. 03,7392,4001,3391,1834,0,0,5558,2167
세종,2017. 04,6298,3519,2779,1823,0,0,4475,1696
세종,2017. 05,9434,4624,4810,3000,0,0,6434,1624
세종,2017. 06,7819,4085,3734,2479,0,0,5340,1606
세종,2017. 07,6492,3679,2813,1782,0,0,4710,1897
세종,2017. 08,7536,4711,2825,2351,0,0,5185,2360
세종,2017. 09,5518,3450,2068,1543,0,0,3975,1907
세종,2017. 10,5820,3365,2455,1766,0,0,4054,1599
세종,2017. 11,6252,3651,2601,1794,0,0,4458,1857
세종,2017. 12,7115,4056,3059,1909,0,0,5206,2147
세종,2018. 01,7436,4557,2879,1892,0,0,5544,2665
세종,2018. 02,9837,5140,4697,2463,0,0,7374,2677
세종,2018. 03,7957,5079,2878,2440,0,0,5517,2639
세종,2018. 04,8808,5170,3638,3280,0,0,5528,1890
세종,2018. 05,6498,4171,2327,2332,0,0,4166,1839
세종,2018. 06,7023,4498,2525,2730,0,0,4293,1768
세종,2018. 07,7101,4954,2147,2707,0,0,4394,2247
세종,2018. 08,7490,4782,2708,2520,0,0,4970,2262
세종,2018. 09,6082,3816,2266,2212,0,0,3870,1604
세종,2018. 10,6600,4494,2106,2267,0,0,4333,2227
세종,2018. 11,5485,4006,1479,1803,0,0,3682,2203
세종,2018. 12,6116,4333,1783,1804,0,0,4312,2529
세종,2019. 01,7825,5368,2457,2211,0,0,5614,3157
세종,2019. 02,9622,6329,3293,2866,0,0,6756,3463
세종,2019. 03,6729,4653,2076,2122,0,0,4607,2531
세종,2019. 04,5500,4014,1486,1874,0,0,3626,2140
세종,2019. 05,5038,3953,1085,1803,0,0,3235,2150
세종,2019. 06,5663,4002,1661,2098,0,0,3565,1904
세종,2019. 07,7592,5129,2463,2869,0,0,4723,2260
세종,2019. 08,6269,4701,1568,2140,0,0,4129,2561
세종,2019. 09,6175,4694,1481,2370,0,0,3805,2324
세종,2019. 10,7952,5549,2403,3080,0,0,4872,2469
세종,2019. 11,6785,4745,2040,2606,0,0,4179,2139
세종,2019. 12,7248,5537,1711,2342,0,0,4906,3195
세종,2020. 01,7787,6292,1495,2652,0,0,5135,3640
세종,2020. 02,8900,7597,1303,3220,0,0,5680,4377
세종,2020. 03,6572,5826,746,2351,0,0,4221,3475
세종,2020. 04,4571,4361,210,1741,0,0,2830,2620
세종,2020. 05,4017,4035,-18,1410,0,0,2607,2625
세종,2020. 06,4598,4780,-182,1600,0,0,2998,3180
세종,2020. 07,5109,4428,681,1771,0,0,3338,2657
세종,2020. 08,5577,4767,810,1986,0,0,3591,2781
세종,2020. 09,5547,4924,623,2254,0,0,3293,2670
세종,2020. 10,9401,6557,2844,4158,0,0,5243,2399
세종,2020. 11,8039,5765,2274,3329,0,0,4710,2436
세종,2020. 12,8816,6577,2239,3573,0,0,5243,3004
세종,2021. 01,8038,6216,1822,3037,0,0,5001,3179
세종,2021. 02,7717,6220,1497,2707,0,0,5010,3513
세종,2021. 03,6400,5413,987,2214,0,0,4186,3199
경기,2010. 01,157527,145918,11609,56280,44307,44307,56940,45331
경기,2010. 02,203897,189607,14290,71038,59071,59071,73788,59498
경기,2010. 03,226665,210418,16247,85546,61530,61530,79589,63342
경기,2010. 04,187955,174956,12999,75346,49758,49758,62851,49852
경기,2010. 05,183084,170517,12567,73477,50262,50262,59345,46778
경기,2010. 06,170278,158818,11460,66507,47629,47629,56142,44682
경기,2010. 07,161550,151656,9894,62084,45649,45649,53817,43923
경기,2010. 08,174637,164235,10402,64515,49793,49793,60329,49927
경기,2010. 09,146567,138578,7989,56410,40810,40810,49347,41358
경기,2010. 10,179546,169723,9823,72048,49923,49923,57575,47752
경기,2010. 11,190587,178620,11967,78920,51883,51883,59784,47817
경기,2010. 12,186527,173337,13190,71976,50507,50507,64044,50854
경기,2011. 01,156832,148612,8220,57238,44170,44170,55424,47204
경기,2011. 02,192456,185534,6922,70560,53848,53848,68048,61126
경기,2011. 03,205764,198410,7354,82704,54705,54705,68355,61001
경기,2011. 04,169761,164222,5539,71585,44541,44541,53635,48096
경기,2011. 05,172095,165823,6272,73604,44166,44166,54325,48053
경기,2011. 06,154487,151046,3441,64795,40375,40375,49317,45876
경기,2011. 07,144658,138330,6328,57630,38472,38472,48556,42228
경기,2011. 08,181495,174705,6790,71030,49619,49619,60846,54056
경기,2011. 09,151746,147353,4393,61609,40593,40593,49544,45151
경기,2011. 10,167562,164212,3350,70813,44676,44676,52073,48723
경기,2011. 11,177702,171695,6007,76092,47393,47393,54217,48210
경기,2011. 12,187864,176681,11183,75228,52360,52360,60276,49093
경기,2012. 01,140297,134980,5317,50160,40180,40180,49957,44640
경기,2012. 02,207252,200526,6726,74036,60690,60690,72526,65800
경기,2012. 03,182275,176857,5418,71508,50040,50040,60727,55309
경기,2012. 04,163117,156701,6416,67979,42794,42794,52344,45928
경기,2012. 05,162489,155442,7047,67194,43001,43001,52294,45247
경기,2012. 06,142103,135985,6118,58784,36799,36799,46520,40402
경기,2012. 07,144534,138146,6388,57117,38882,38882,48535,42147
경기,2012. 08,152907,145132,7775,58569,41577,41577,52761,44986
경기,2012. 09,133166,127826,5340,54338,35580,35580,43248,37908
경기,2012. 10,169670,164098,5572,70239,44541,44541,54890,49318
경기,2012. 11,171945,166612,5333,69570,47045,47045,55330,49997
경기,2012. 12,175207,159904,15303,66586,47356,47356,61265,45962
경기,2013. 01,150337,142267,8070,53049,42893,42893,54395,46325
경기,2013. 02,181930,174428,7502,63447,52700,52700,65783,58281
경기,2013. 03,162131,156634,5497,63044,43280,43280,55807,50310
경기,2013. 04,160159,154667,5492,66752,42040,42040,51367,45875
경기,2013. 05,157401,150674,6727,66275,40948,40948,50178,43451
경기,2013. 06,154291,148122,6169,68024,40052,40052,46215,40046
경기,2013. 07,151228,142909,8319,62386,39578,39578,49264,40945
경기,2013. 08,145126,138806,6320,58183,38571,38571,48372,42052
경기,2013. 09,125658,121671,3987,51900,33178,33178,40580,36593
경기,2013. 10,160957,158057,2900,68999,41998,41998,49960,47060
경기,2013. 11,164436,160975,3461,72136,43666,43666,48634,45173
경기,2013. 12,181780,172093,9687,73423,47973,47973,60384,50697
경기,2014. 01,140799,134553,6246,51960,39277,39277,49562,43316
경기,2014. 02,186403,181044,5359,66876,53698,53698,65829,60470
경기,2014. 03,173771,169187,4584,69086,47093,47093,57592,53008
경기,2014. 04,160261,155741,4520,66982,42048,42048,51231,46711
경기,2014. 05,150654,146704,3950,63811,39440,39440,47403,43453
경기,2014. 06,150137,141377,8760,63456,38411,38411,48270,39510
경기,2014. 07,153043,145897,7146,62469,40337,40337,50237,43091
경기,2014. 08,147166,141985,5181,59175,39947,39947,48044,42863
경기,2014. 09,138030,134452,3578,57288,36175,36175,44567,40989
경기,2014. 10,165840,163552,2288,71025,43586,43586,51229,48941
경기,2014. 11,152382,151336,1046,66558,39937,39937,45887,44841
경기,2014. 12,173289,168551,4738,70494,45943,45943,56852,52114
경기,2015. 01,143982,140535,3447,53512,39584,39584,50886,47439
경기,2015. 02,163198,158963,4235,59056,47307,47307,56835,52600
경기,2015. 03,195143,186340,8803,77028,53498,53498,64617,55814
경기,2015. 04,165605,158683,6922,69569,43923,43923,52113,45191
경기,2015. 05,156564,149045,7519,67536,40460,40460,48568,41049
경기,2015. 06,164830,157694,7136,70769,42273,42273,51788,44652
경기,2015. 07,159241,152228,7013,66936,40913,40913,51392,44379
경기,2015. 08,166985,157204,9781,69005,43807,43807,54173,44392
경기,2015. 09,148450,139325,9125,62253,39250,39250,46947,37822
