지역,날짜,총전입 (명),총전출 (명),순이동 (명),시도내이동-시군구내 (명),시도내이동-시군구간 전입 (명),시도내이동-시군구간 전출 (명),시도간전입 (명),시도간전출 (명)
대구,2010. 05,29961,31444,-1483,12116,11014,11014,6831,8314
대구,2010. 06,30309,30151,158,11661,11033,11033,7615,7457
대구,2010. 07,26000,26774,-774,9770,9575,9575,6655,7429
대구,2010. 08,29200,29856,-656,10319,10821,10821,8060,8716
대구,2010. 09,24030,24292,-262,8464,9189,9189,6377,6639
대구,2010. 10,31646,32412,-766,12533,11977,11977,7136,7902
대구,2010. 11,31059,32059,-1000,12041,11879,11879,7139,8139
대구,2010. 12,32337,34005,-1668,12546,11613,11613,8178,9846
대구,2011. 01,28708,28997,-289,9853,10139,10139,8716,9005
대구,2011. 02,36646,37156,-510,12358,13254,13254,11034,11544
대구,2011. 03,36842,38657,-1815,14165,13240,13240,9437,11252
대구,2011. 04,31887,33165,-1278,12936,11545,11545,7406,8684
대구,2011. 05,31577,32384,-807,12862,11721,11721,6994,7801
대구,2011. 06,29074,29975,-901,11756,10567,10567,6751,7652
대구,2011. 07,26093,26936,-843,10351,9275,9275,6467,7310
대구,2011. 08,30210,30786,-576,11426,10654,10654,8130,8706
대구,2011. 09,27057,28310,-1253,10318,10007,10007,6732,7985
대구,2011. 10,29449,30566,-1117,11449,11115,11115,6885,8002
대구,2011. 11,30442,31554,-1112,11619,11618,11618,7205,8317
대구,2011. 12,32578,34824,-2246,12369,11898,11898,8311,10557
대구,2012. 01,26558,25981,577,8034,9106,9106,9418,8841
대구,2012. 02,39109,39608,-499,12804,13704,13704,12601,13100
대구,2012. 03,33126,34665,-1539,12116,11911,11911,9099,10638
대구,2012. 04,30114,31183,-1069,11506,11408,11408,7200,8269
대구,2012. 05,29957,30986,-1029,11873,11201,11201,6883,7912
대구,2012. 06,25008,25771,-763,9699,9083,9083,6226,6989
대구,2012. 07,24488,25217,-729,9377,8867,8867,6244,6973
대구,2012. 08,26633,26839,-206,9645,9319,9319,7669,7875
대구,2012. 09,23033,23812,-779,8702,8456,8456,5875,6654
대구,2012. 10,29162,30289,-1127,11342,10699,10699,7121,8248
대구,2012. 11,31607,32035,-428,12121,11308,11308,8178,8606
대구,2012. 12,29847,32820,-2973,11411,10969,10969,7467,10440
대구,2013. 01,27304,28628,-1324,8971,9702,9702,8631,9955
대구,2013. 02,31927,32886,-959,10562,10758,10758,10607,11566
대구,2013. 03,29535,30340,-805,10632,9709,9709,9194,9999
대구,2013. 04,29874,30197,-323,11223,10331,10331,8320,8643
대구,2013. 05,33939,34450,-511,13580,12366,12366,7993,8504
대구,2013. 06,31582,33461,-1879,13232,11863,11863,6487,8366
대구,2013. 07,28359,29103,-744,11033,10595,10595,6731,7475
대구,2013. 08,26182,27073,-891,9874,9527,9527,6781,7672
대구,2013. 09,23283,23627,-344,8653,8397,8397,6233,6577
대구,2013. 10,30517,31260,-743,12215,10939,10939,7363,8106
대구,2013. 11,28429,29182,-753,11177,10178,10178,7074,7827
대구,2013. 12,30942,33017,-2075,11673,10917,10917,8352,10427
대구,2014. 01,28927,29203,-276,9697,10449,10449,8781,9057
대구,2014. 02,36448,37992,-1544,12008,13508,13508,10932,12476
대구,2014. 03,33232,33682,-450,11620,11340,11340,10272,10722
대구,2014. 04,28486,30083,-1597,10863,9960,9960,7663,9260
대구,2014. 05,27424,29341,-1917,10632,10224,10224,6568,8485
대구,2014. 06,25710,26529,-819,9492,9583,9583,6635,7454
대구,2014. 07,25016,26416,-1400,9745,8963,8963,6308,7708
대구,2014. 08,24952,26653,-1701,8781,9489,9489,6682,8383
대구,2014. 09,25071,31165,-6094,9437,9180,9180,6454,12548
대구,2014. 10,33552,32533,1019,12579,11624,11624,9349,8330
대구,2014. 11,29528,29179,349,11538,10287,10287,7703,7354
대구,2014. 12,31867,32963,-1096,11070,10573,10573,10224,11320
대구,2015. 01,27783,29003,-1220,9227,9389,9389,9167,10387
대구,2015. 02,32344,32999,-655,11040,10982,10982,10322,10977
대구,2015. 03,35197,36576,-1379,12804,12523,12523,9870,11249
대구,2015. 04,29935,30925,-990,11595,11278,11278,7062,8052
대구,2015. 05,29981,30379,-398,11700,11442,11442,6839,7237
대구,2015. 06,30472,31860,-1388,12025,11418,11418,7029,8417
대구,2015. 07,28837,29805,-968,11305,10433,10433,7099,8067
대구,2015. 08,26924,27818,-894,10070,9831,9831,7023,7917
대구,2015. 09,24619,25315,-696,9238,9360,9360,6021,6717
대구,2015. 10,28104,29519,-1415,10926,10368,10368,6810,8225
대구,2015. 11,28060,29009,-949,10707,10486,10486,6867,7816
대구,2015. 12,29168,31156,-1988,10149,10889,10889,8130,10118
대구,2016. 01,24526,25013,-487,7328,8900,8900,8298,8785
대구,2016. 02,32349,34137,-1788,9929,11917,11917,10503,12291
대구,2016. 03,30695,31709,-1014,10010,11670,11670,9015,10029
대구,2016. 04,25406,26339,-933,9064,9871,9871,6471,7404
대구,2016. 05,25379,26570,-1191,9304,9946,9946,6129,7320
대구,2016. 06,24418,25286,-868,8667,9712,9712,6039,6907
대구,2016. 07,25905,26394,-489,9192,10568,10568,6145,6634
대구,2016. 08,31352,31272,80,11303,12269,12269,7780,7700
대구,2016. 09,23401,23797,-396,8456,9055,9055,5890,6286
대구,2016. 10,26049,26702,-653,9646,10104,10104,6299,6952
대구,2016. 11,29511,29775,-264,10607,11931,11931,6973,7237
대구,2016. 12,29237,30494,-1257,10060,11213,11213,7964,9221
대구,2017. 01,26169,26266,-97,7871,9966,9966,8332,8429
대구,2017. 02,33146,33613,-467,9875,12078,12078,11193,11660
대구,2017. 03,27779,28957,-1178,8935,10224,10224,8620,9798
대구,2017. 04,22568,23205,-637,8048,8344,8344,6176,6813
대구,2017. 05,23786,24772,-986,8468,8957,8957,6361,7347
대구,2017. 06,22260,22875,-615,7694,8546,8546,6020,6635
대구,2017. 07,23072,23807,-735,8622,8499,8499,5951,6686
대구,2017. 08,27528,29406,-1878,9926,10829,10829,6773,8651
대구,2017. 09,26579,28440,-1861,9482,11160,11160,5937,7798
대구,2017. 10,27594,28787,-1193,10468,11611,11611,5515,6708
대구,2017. 11,32466,33341,-875,11949,13832,13832,6685,7560
대구,2017. 12,28235,29649,-1414,9358,11401,11401,7476,8890
대구,2018. 01,28490,29154,-664,8540,10805,10805,9145,9809
대구,2018. 02,30043,30886,-843,9231,10764,10764,10048,10891
대구,2018. 03,28106,29525,-1419,9298,10553,10553,8255,9674
대구,2018. 04,24869,26028,-1159,8785,9557,9557,6527,7686
대구,2018. 05,27231,28667,-1436,10338,10428,10428,6465,7901
대구,2018. 06,25197,25648,-451,9325,9560,9560,6312,6763
대구,2018. 07,24368,25312,-944,9021,8979,8979,6368,7312
대구,2018. 08,25783,27367,-1584,9095,9843,9843,6845,8429
대구,2018. 09,22128,23135,-1007,8159,8835,8835,5134,6141
대구,2018. 10,29869,31250,-1381,11389,11833,11833,6647,8028
대구,2018. 11,27042,28238,-1196,10347,10180,10180,6515,7711
대구,2018. 12,28032,30190,-2158,9949,10807,10807,7276,9434
대구,2019. 01,31522,32735,-1213,10222,12317,12317,8983,10196
대구,2019. 02,31388,33654,-2266,9958,11817,11817,9613,11879
대구,2019. 03,25283,27708,-2425,8313,9541,9541,7429,9854
대구,2019. 04,23461,25185,-1724,8399,8788,8788,6274,7998
대구,2019. 05,26878,28792,-1914,10843,9962,9962,6073,7987
대구,2019. 06,23153,24933,-1780,9159,8798,8798,5196,6976
대구,2019. 07,24443,26231,-1788,9158,9156,9156,6129,7917
대구,2019. 08,23526,25451,-1925,8510,8918,8918,6098,8023
대구,2019. 09,21813,23294,-1481,7720,8330,8330,5763,7244
대구,2019. 10,25688,27452,-1764,9718,10067,10067,5903,7667
대구,2019. 11,25901,27825,-1924,9590,10205,10205,6106,8030
대구,2019. 12,29363,32832,-3469,10546,11134,11134,7683,11152
대구,2020. 01,27781,29106,-1325,8946,10078,10078,8757,10082
대구,2020. 02,31388,34810,-3422,10401,11638,11638,9349,12771
대구,2020. 03,36165,35181,984,11194,12905,12905,12066,11082
대구,2020. 04,26826,28545,-1719,9516,10619,10619,6691,8410
대구,2020. 05,24351,26618,-2267,8647,9802,9802,5902,8169
대구,2020. 06,27178,28145,-967,9584,10577,10577,7017,7984
대구,2020. 07,26988,26876,112,9640,10109,10109,7239,7127
대구,2020. 08,27297,26926,371,9585,10438,10438,7274,6903
대구,2020. 09,28632,29824,-1192,10996,11224,11224,6412,7604
대구,2020. 10,26952,29303,-2351,10674,10728,10728,5550,7901
대구,2020. 11,30151,32114,-1963,11671,12085,12085,6395,8358
대구,2020. 12,33539,36635,-3096,12100,12911,12911,8528,11624
대구,2021. 01,29456,31595,-2139,9952,11099,11099,8405,10544
대구,2021. 02,31395,33897,-2502,10333,11973,11973,9089,11591
대구,2021. 03,30967,33844,-2877,10212,12122,12122,8633,11510
인천,2010. 01,30737,29700,1037,8989,9505,9505,12243,11206
인천,2010. 02,39221,38380,841,11153,11929,11929,16139,15298
인천,2010. 03,48668,48545,123,16842,14796,14796,17030,16907
인천,2010. 04,41764,41545,219,15284,12801,12801,13679,13460
인천,2010. 05,39303,38954,349,14630,11716,11716,12957,12608
인천,2010. 06,36832,36642,190,13509,11459,11459,11864,11674
인천,2010. 07,36173,35872,301,13349,11017,11017,11807,11506
인천,2010. 08,36624,36654,-30,12521,11294,11294,12809,12839
인천,2010. 09,31331,31542,-211,10863,9852,9852,10616,10827
인천,2010. 10,38864,39052,-188,13994,12502,12502,12368,12556
인천,2010. 11,39969,39772,197,15283,12209,12209,12477,12280
인천,2010. 12,42565,41781,784,14531,13938,13938,14096,13312
인천,2011. 01,35617,33960,1657,10664,11881,11881,13072,11415
인천,2011. 02,44371,41978,2393,12594,14857,14857,16920,14527
인천,2011. 03,49313,46971,2342,16523,15453,15453,17337,14995
인천,2011. 04,41627,39405,2222,14682,12844,12844,14101,11879
인천,2011. 05,42950,40859,2091,15906,13240,13240,13804,11713
인천,2011. 06,44232,41387,2845,16707,13700,13700,13825,10980
인천,2011. 07,35907,33566,2341,12809,10596,10596,12502,10161
인천,2011. 08,44225,41337,2888,14844,13290,13290,16091,13203
인천,2011. 09,37605,35292,2313,12763,11585,11585,13257,10944
인천,2011. 10,42416,39246,3170,14360,13598,13598,14458,11288
인천,2011. 11,42572,39465,3107,15108,12947,12947,14517,11410
인천,2011. 12,38732,37292,1440,12766,11724,11724,14242,12802
인천,2012. 01,30485,28701,1784,8596,9243,9243,12646,10862
인천,2012. 02,44075,41360,2715,12194,13504,13504,18377,15662
인천,2012. 03,41105,39142,1963,13556,11840,11840,15709,13746
인천,2012. 04,40325,37784,2541,14244,11935,11935,14146,11605
인천,2012. 05,39376,37397,1979,13868,11865,11865,13643,11664
인천,2012. 06,35038,33410,1628,12306,10557,10557,12175,10547
인천,2012. 07,37226,35304,1922,13067,11052,11052,13107,11185
인천,2012. 08,39898,36961,2937,13223,12157,12157,14518,11581
인천,2012. 09,34888,32856,2032,11992,10734,10734,12162,10130
인천,2012. 10,43571,40701,2870,14907,13541,13541,15123,12253
인천,2012. 11,42928,40014,2914,14736,13553,13553,14639,11725
인천,2012. 12,39751,37242,2509,13495,11814,11814,14442,11933
인천,2013. 01,34637,33008,1629,10567,10443,10443,13627,11998
인천,2013. 02,40399,38472,1927,11563,12299,12299,16537,14610
인천,2013. 03,38854,37011,1843,12900,11361,11361,14593,12750
인천,2013. 04,40720,38523,2197,14552,12005,12005,14163,11966
인천,2013. 05,41056,39520,1536,15234,12360,12360,13462,11926
인천,2013. 06,38589,36980,1609,14649,11536,11536,12404,10795
인천,2013. 07,37958,36000,1958,13686,11132,11132,13140,11182
인천,2013. 08,35348,34064,1284,12347,10434,10434,12567,11283
인천,2013. 09,31034,29511,1523,10649,9172,9172,11213,9690
인천,2013. 10,41867,39660,2207,15131,12392,12392,14344,12137
인천,2013. 11,41389,39006,2383,15274,12543,12543,13572,11189
인천,2013. 12,39762,37823,1939,13382,11835,11835,14545,12606
인천,2014. 01,31651,30438,1213,9852,9409,9409,12390,11177
인천,2014. 02,39921,38241,1680,11856,11659,11659,16406,14726
인천,2014. 03,39839,39198,641,13583,11478,11478,14778,14137
인천,2014. 04,42157,40672,1485,15516,12456,12456,14185,12700
인천,2014. 05,40270,39047,1223,15510,11787,11787,12973,11750
인천,2014. 06,34348,34489,-141,12955,10235,10235,11158,11299
인천,2014. 07,35812,35290,522,12700,10747,10747,12365,11843
인천,2014. 08,33630,33621,9,12031,9939,9939,11660,11651
인천,2014. 09,33970,33505,465,12454,10132,10132,11384,10919
인천,2014. 10,42403,41566,837,16252,12461,12461,13690,12853
인천,2014. 11,38901,37986,915,15454,11206,11206,12241,11326
인천,2014. 12,39395,38920,475,14565,11138,11138,13692,13217
인천,2015. 01,32456,31147,1309,10019,9075,9075,13362,12053
인천,2015. 02,34172,33805,367,10577,9860,9860,13735,13368
인천,2015. 03,43579,42936,643,15556,12546,12546,15477,14834
인천,2015. 04,41033,40321,712,16067,11876,11876,13090,12378
인천,2015. 05,37958,37419,539,15261,10903,10903,11794,11255
인천,2015. 06,43446,42430,1016,17038,13584,13584,12824,11808
인천,2015. 07,42186,40956,1230,15826,13308,13308,13052,11822
인천,2015. 08,39893,38781,1112,14488,11955,11955,13450,12338
인천,2015. 09,36563,35679,884,13734,11253,11253,11576,10692
인천,2015. 10,42386,41610,776,16488,12486,12486,13412,12636
인천,2015. 11,40391,39760,631,15785,11827,11827,12779,12148
인천,2015. 12,39160,38841,319,14007,11103,11103,14050,13731
인천,2016. 01,30828,30282,546,9894,8648,8648,12286,11740
인천,2016. 02,35544,35133,411,10983,9857,9857,14704,14293
인천,2016. 03,37293,37078,215,12716,10550,10550,14027,13812
인천,2016. 04,34492,33162,1330,12149,10206,10206,12137,10807
인천,2016. 05,36236,35585,651,14056,10223,10223,11957,11306
인천,2016. 06,34349,33998,351,12987,9833,9833,11529,11178
인천,2016. 07,39043,38258,785,15109,12117,12117,11817,11032
인천,2016. 08,41232,40566,666,15361,12330,12330,13541,12875
인천,2016. 09,35784,35177,607,13583,10716,10716,11485,10878
인천,2016. 10,39839,39451,388,15424,11953,11953,12462,12074
인천,2016. 11,40280,40288,-8,15980,12081,12081,12219,12227
인천,2016. 12,36726,36891,-165,13459,10568,10568,12699,12864
인천,2017. 01,29578,29383,195,9453,8322,8322,11803,11608
인천,2017. 02,38606,38956,-350,11791,11003,11003,15812,16162
인천,2017. 03,36433,36448,-15,12376,10195,10195,13862,13877
인천,2017. 04,30495,30441,54,10970,8804,8804,10721,10667
인천,2017. 05,34524,34365,159,13098,9566,9566,11860,11701
인천,2017. 06,31915,31714,201,11618,9118,9118,11179,10978
인천,2017. 07,34014,33887,127,13144,9927,9927,10943,10816
인천,2017. 08,36757,37274,-517,13595,10874,10874,12288,12805
인천,2017. 09,33943,35324,-1381,13079,9840,9840,11024,12405
인천,2017. 10,31642,31514,128,12189,9272,9272,10181,10053
인천,2017. 11,35420,35701,-281,13513,10726,10726,11181,11462
인천,2017. 12,36138,36128,10,12946,10975,10975,12217,12207
인천,2018. 01,42813,40930,1883,14582,13212,13212,15019,13136
인천,2018. 02,43227,42812,415,14611,13965,13965,14651,14236
인천,2018. 03,43841,44621,-780,15851,13774,13774,14216,14996
인천,2018. 04,37290,36772,518,13540,11700,11700,12050,11532
인천,2018. 05,36824,36670,154,13793,11177,11177,11854,11700
인천,2018. 06,32648,32554,94,12221,9753,9753,10674,10580
인천,2018. 07,32372,33017,-645,11938,9405,9405,11029,11674
인천,2018. 08,31146,32260,-1114,10991,8840,8840,11315,12429
인천,2018. 09,24293,24939,-646,8673,6963,6963,8657,9303
인천,2018. 10,36525,36810,-285,13337,10810,10810,12378,12663
인천,2018. 11,37219,37203,16,14037,11034,11034,12148,12132
인천,2018. 12,35441,35118,323,12418,10611,10611,12412,12089
인천,2019. 01,37979,37061,918,11988,11463,11463,14528,13610
인천,2019. 02,38926,39321,-395,12354,11673,11673,14899,15294
인천,2019. 03,37561,37659,-98,13415,11104,11104,13042,13140
인천,2019. 04,35652,35954,-302,13291,10690,10690,11671,11973
인천,2019. 05,37120,37115,5,14343,11144,11144,11633,11628
인천,2019. 06,30633,31106,-473,11595,9349,9349,9689,10162
인천,2019. 07,34463,35116,-653,12876,10388,10388,11199,11852
인천,2019. 08,33861,34441,-580,12167,10297,10297,11397,11977
인천,2019. 09,30378,30545,-167,10870,8987,8987,10521,10688
인천,2019. 10,34972,35176,-204,12645,10654,10654,11673,11877
인천,2019. 11,34151,34138,13,12726,10322,10322,11103,11090
인천,2019. 12,34318,34719,-401,11821,9919,9919,12578,12979
인천,2020. 01,31221,32134,-913,9729,9191,9191,12301,13214
인천,2020. 02,41003,42278,-1275,13507,12377,12377,15119,16394
인천,2020. 03,41888,44279,-2391,15279,12325,12325,14284,16675
인천,2020. 04,36537,38488,-1951,14576,11337,11337,10624,12575
인천,2020. 05,35727,36833,-1106,13812,10720,10720,11195,12301
인천,2020. 06,36022,38934,-2912,13930,10962,10962,11130,14042
인천,2020. 07,35145,37000,-1855,13156,10801,10801,11188,13043
인천,2020. 08,37627,40008,-2381,14132,11732,11732,11763,14144
인천,2020. 09,36519,37855,-1336,14219,10876,10876,11424,12760
인천,2020. 10,33955,34225,-270,12588,10118,10118,11249,11519
인천,2020. 11,36104,36039,65,13517,10633,10633,11954,11889
인천,2020. 12,42808,42231,577,14871,13238,13238,14699,14122
인천,2021. 01,33855,34324,-469,11189,10242,10242,12424,12893
인천,2021. 02,35337,36143,-806,11645,10203,10203,13489,14295
인천,2021. 03,40378,40554,-176,14056,11332,11332,14990,15166
광주,2010. 01,24741,24034,707,7151,9653,9653,7937,7230
광주,2010. 02,26282,25835,447,8072,8703,8703,9507,9060
광주,2010. 03,28232,29262,-1030,9552,9549,9549,9131,10161
광주,2010. 04,20737,21538,-801,7521,7079,7079,6137,6938
광주,2010. 05,19000,18890,110,6520,6467,6467,6013,5903
광주,2010. 06,21227,20100,1127,7161,7097,7097,6969,5842
광주,2010. 07,19323,18509,814,6774,6184,6184,6365,5551
광주,2010. 08,21180,20308,872,7141,6827,6827,7212,6340
광주,2010. 09,18416,17741,675,6574,6120,6120,5722,5047
광주,2010. 10,22805,21965,840,8190,8135,8135,6480,5640
광주,2010. 11,22180,21614,566,8264,7590,7590,6326,5760
광주,2010. 12,24451,25247,-796,7812,9360,9360,7279,8075
광주,2011. 01,21683,20722,961,6436,7682,7682,7565,6604
광주,2011. 02,25972,24710,1262,7923,8366,8366,9683,8421
광주,2011. 03,25842,26442,-600,9136,8510,8510,8196,8796
광주,2011. 04,20014,20212,-198,7362,6613,6613,6039,6237
광주,2011. 05,20833,20663,170,7999,6946,6946,5888,5718
광주,2011. 06,19687,19941,-254,7441,6378,6378,5868,6122
광주,2011. 07,20008,19144,864,7358,6614,6614,6036,5172
광주,2011. 08,22928,22114,814,8304,7250,7250,7374,6560
광주,2011. 09,17147,17231,-84,6099,5399,5399,5649,5733
광주,2011. 10,19504,19466,38,7187,6508,6508,5809,5771
광주,2011. 11,22143,22300,-157,8444,7891,7891,5808,5965
광주,2011. 12,24800,26337,-1537,9208,8817,8817,6775,8312
광주,2012. 01,19232,18033,1199,5660,6081,6081,7491,6292
광주,2012. 02,26513,25922,591,7956,8297,8297,10260,9669
광주,2012. 03,21833,22182,-349,7341,6565,6565,7927,8276
광주,2012. 04,17967,18746,-779,6729,5646,5646,5592,6371
광주,2012. 05,17790,18577,-787,6569,5690,5690,5531,6318
광주,2012. 06,15583,16236,-653,5459,5275,5275,4849,5502
광주,2012. 07,15754,15689,65,5514,5013,5013,5227,5162
광주,2012. 08,19170,18943,227,7008,6204,6204,5958,5731
광주,2012. 09,15401,15259,142,5632,5016,5016,4753,4611
광주,2012. 10,19460,19375,85,7236,6309,6309,5915,5830
광주,2012. 11,19990,19565,425,7312,6330,6330,6348,5923
광주,2012. 12,19919,21910,-1991,7158,6570,6570,6191,8182
광주,2013. 01,18826,18535,291,5536,5872,5872,7418,7127
광주,2013. 02,21451,21254,197,6403,6510,6510,8538,8341
광주,2013. 03,20177,20634,-457,7184,6118,6118,6875,7332
광주,2013. 04,18541,18639,-98,6888,5984,5984,5669,5767
광주,2013. 05,17835,17946,-111,6540,6007,6007,5288,5399
광주,2013. 06,19531,19928,-397,7770,6987,6987,4774,5171
광주,2013. 07,18767,18788,-21,7252,6109,6109,5406,5427
광주,2013. 08,17425,17489,-64,6286,5591,5591,5548,5612
광주,2013. 09,14487,14621,-134,5335,4642,4642,4510,4644
광주,2013. 10,18978,19199,-221,7234,6197,6197,5547,5768
광주,2013. 11,19692,19969,-277,8060,6230,6230,5402,5679
광주,2013. 12,20986,22286,-1300,8088,6442,6442,6456,7756
광주,2014. 01,19571,19498,73,6799,6267,6267,6505,6432
광주,2014. 02,25487,26162,-675,8760,8144,8144,8583,9258
광주,2014. 03,22220,23645,-1425,7964,7195,7195,7061,8486
광주,2014. 04,19462,20664,-1202,7157,6251,6251,6054,7256
광주,2014. 05,20054,18696,1358,6688,5711,5711,7655,6297
광주,2014. 06,20683,20301,382,7622,6929,6929,6132,5750
광주,2014. 07,20474,19825,649,7018,7067,7067,6389,5740
광주,2014. 08,19169,18830,339,6870,6165,6165,6134,5795
광주,2014. 09,18114,17659,455,6164,5688,5688,6262,5807
광주,2014. 10,19725,20000,-275,7273,6388,6388,6064,6339
광주,2014. 11,18465,18367,98,6851,5961,5961,5653,5555
광주,2014. 12,19642,22396,-2754,7018,6371,6371,6253,9007
광주,2015. 01,20383,19891,492,6369,6426,6426,7588,7096
광주,2015. 02,21520,21599,-79,6688,6992,6992,7840,7919
광주,2015. 03,24853,25119,-266,8550,7841,7841,8462,8728
광주,2015. 04,20384,20763,-379,7159,6676,6676,6549,6928
광주,2015. 05,16647,17547,-900,6327,5395,5395,4925,5825
광주,2015. 06,17225,17925,-700,6543,5455,5455,5227,5927
광주,2015. 07,16074,16777,-703,5773,5164,5164,5137,5840
광주,2015. 08,18135,19172,-1037,6571,6078,6078,5486,6523
광주,2015. 09,14920,15928,-1008,5527,4724,4724,4669,5677
광주,2015. 10,17014,18549,-1535,6166,5312,5312,5536,7071
광주,2015. 11,17962,18041,-79,6474,5346,5346,6142,6221
광주,2015. 12,19486,22564,-3078,7146,6075,6075,6265,9343
광주,2016. 01,17078,16925,153,5468,5034,5034,6576,6423
광주,2016. 02,19697,20759,-1062,6194,5828,5828,7675,8737
광주,2016. 03,18673,19646,-973,6205,5693,5693,6775,7748
광주,2016. 04,18454,18693,-239,7193,6030,6030,5231,5470
광주,2016. 05,18670,18653,17,7215,6223,6223,5232,5215
광주,2016. 06,17556,17966,-410,6393,6128,6128,5035,5445
광주,2016. 07,15324,15522,-198,5244,5149,5149,4931,5129
광주,2016. 08,18116,18609,-493,6544,5768,5768,5804,6297
광주,2016. 09,15792,16256,-464,6024,5025,5025,4743,5207
광주,2016. 10,17360,18230,-870,6906,5656,5656,4798,5668
광주,2016. 11,17896,18771,-875,7210,5616,5616,5070,5945
광주,2016. 12,18560,21044,-2484,6866,5970,5970,5724,8208
광주,2017. 01,17484,17358,126,5682,5322,5322,6480,6354
광주,2017. 02,22751,24050,-1299,7180,7521,7521,8050,9349
광주,2017. 03,20451,21526,-1075,7045,6504,6504,6902,7977
광주,2017. 04,15679,16691,-1012,5791,5043,5043,4845,5857
광주,2017. 05,16438,16948,-510,5963,5351,5351,5124,5634
광주,2017. 06,15601,16034,-433,5889,4923,4923,4789,5222
광주,2017. 07,15040,15356,-316,5600,4795,4795,4645,4961
광주,2017. 08,18683,18658,25,6861,5983,5983,5839,5814
광주,2017. 09,16586,16753,-167,6446,5450,5450,4690,4857
광주,2017. 10,14974,15138,-164,5885,4757,4757,4332,4496
광주,2017. 11,17362,17986,-624,6577,5781,5781,5004,5628
광주,2017. 12,17089,19758,-2669,6374,5451,5451,5264,7933
광주,2018. 01,20458,20319,139,6876,6319,6319,7263,7124
광주,2018. 02,19797,20775,-978,6604,6084,6084,7109,8087
광주,2018. 03,20144,21431,-1287,7301,6140,6140,6703,7990
광주,2018. 04,17070,18307,-1237,6747,5398,5398,4925,6162
광주,2018. 05,17926,18615,-689,6985,5922,5922,5019,5708
광주,2018. 06,16660,16695,-35,6220,5277,5277,5163,5198
광주,2018. 07,17701,17392,309,6334,5661,5661,5706,5397
광주,2018. 08,18135,18102,33,6489,5620,5620,6026,5993
광주,2018. 09,14792,14607,185,5467,4823,4823,4502,4317
광주,2018. 10,20268,20280,-12,7934,6521,6521,5813,5825
광주,2018. 11,18556,19472,-916,7343,6005,6005,5208,6124
광주,2018. 12,17385,19113,-1728,6237,5396,5396,5752,7480
광주,2019. 01,19967,19465,502,6307,5940,5940,7720,7218
광주,2019. 02,21632,22340,-708,7034,6969,6969,7629,8337
광주,2019. 03,19595,19992,-397,6825,6382,6382,6388,6785
광주,2019. 04,17074,17215,-141,5974,5803,5803,5297,5438
광주,2019. 05,17058,17165,-107,5964,5931,5931,5163,5270
광주,2019. 06,15069,15129,-60,5220,5542,5542,4307,4367
광주,2019. 07,18826,18496,330,6211,7110,7110,5505,5175
광주,2019. 08,18003,18171,-168,6193,6557,6557,5253,5421
광주,2019. 09,16068,15990,78,5561,5614,5614,4893,4815
광주,2019. 10,17673,18003,-330,6645,6172,6172,4856,5186
광주,2019. 11,17761,18254,-493,6623,6214,6214,4924,5417
광주,2019. 12,18404,20785,-2381,6544,6017,6017,5843,8224
광주,2020. 01,19502,19282,220,6338,6166,6166,6998,6778
광주,2020. 02,21373,21884,-511,7055,6901,6901,7417,7928
광주,2020. 03,22788,23235,-447,8227,7547,7547,7014,7461
광주,2020. 04,19521,19133,388,7252,6659,6659,5610,5222
광주,2020. 05,17022,17539,-517,6104,5893,5893,5025,5542
광주,2020. 06,18435,18889,-454,6821,6311,6311,5303,5757
광주,2020. 07,16869,17230,-361,6552,5437,5437,4880,5241
광주,2020. 08,16303,16906,-603,6005,5429,5429,4869,5472
광주,2020. 09,18133,18371,-238,6284,6869,6869,4980,5218
광주,2020. 10,17106,17942,-836,6322,6365,6365,4419,5255
광주,2020. 11,18019,18907,-888,7053,6272,6272,4694,5582
광주,2020. 12,21092,22928,-1836,7418,7237,7237,6437,8273
광주,2021. 01,20620,21594,-974,7568,6796,6796,6256,7230
광주,2021. 02,20827,22001,-1174,7135,7228,7228,6464,7638
광주,2021. 03,20424,21570,-1146,7090,6763,6763,6571,7717
대전,2010. 01,19378,19920,-542,5271,6290,6290,7817,8359
대전,2010. 02,25379,25294,85,7067,7916,7916,10396,10311
대전,2010. 03,26618,26525,93,8168,8755,8755,9695,9602
대전,2010. 04,20193,20748,-555,6879,6926,6926,6388,6943
대전,2010. 05,18749,18854,-105,6415,6263,6263,6071,6176
대전,2010. 06,19470,19992,-522,6745,6787,6787,5938,6460
대전,2010. 07,18995,18994,1,6359,6533,6533,6103,6102
대전,2010. 08,21995,21487,508,6733,7202,7202,8060,7552
대전,2010. 09,17834,17844,-10,5714,6517,6517,5603,5613
대전,2010. 10,24415,24226,189,8141,9835,9835,6439,6250
대전,2010. 11,24835,24420,415,8615,9636,9636,6584,6169
대전,2010. 12,24571,25173,-602,7945,9250,9250,7376,7978
대전,2011. 01,21019,20836,183,6047,6794,6794,8178,7995
대전,2011. 02,27347,26609,738,7952,8142,8142,11253,10515
대전,2011. 03,25698,25594,104,8560,8314,8314,8824,8720
대전,2011. 04,19796,19750,46,6759,6654,6654,6383,6337
대전,2011. 05,20302,19800,502,6765,6785,6785,6752,6250
대전,2011. 06,18784,18509,275,6345,6103,6103,6336,6061
대전,2011. 07,17557,17663,-106,5837,6028,6028,5692,5798
대전,2011. 08,24980,24774,206,8259,8087,8087,8634,8428
